epoch,step,train_loss,val_loss
15,1549,1.9527051448822021,
15,1599,2.1343188285827637,
15,1599,,1.7889349460601807
16,1649,1.8799903392791748,
16,1699,3.028134822845459,
16,1699,,1.9343976974487305
17,1749,1.609175443649292,
17,1799,1.7428078651428223,
17,1799,,1.6929504871368408
18,1849,2.4085853099823,
18,1899,1.9528018236160278,
18,1899,,1.8435804843902588
19,1949,1.7217744588851929,
19,1999,1.903608798980713,
19,1999,,1.810444951057434
20,2049,2.1257615089416504,
20,2099,1.6934667825698853,
20,2099,,1.885643482208252
21,2149,2.5026233196258545,
21,2199,1.6167763471603394,
21,2199,,1.7291021347045898
22,2249,1.6858147382736206,
22,2299,2.2153937816619873,
22,2299,,1.7969708442687988
23,2349,1.5694563388824463,
23,2399,1.6877340078353882,
23,2399,,1.6619610786437988
24,2449,1.742331624031067,
24,2499,1.7995861768722534,
24,2499,,1.8323299884796143
25,2549,2.368650436401367,
25,2599,3.3412580490112305,
25,2599,,1.9528721570968628
26,2649,1.7619900703430176,
26,2699,1.924938678741455,
26,2699,,1.8114277124404907
27,2749,2.210904836654663,
27,2799,1.6481820344924927,
27,2799,,1.769590139389038
28,2849,1.7064793109893799,
28,2899,2.0013833045959473,
28,2899,,1.714134693145752
29,2949,1.7536739110946655,
29,2999,1.831956148147583,
29,2999,,1.8296464681625366
30,3049,1.677657961845398,
30,3099,1.662794589996338,
30,3099,,1.7700996398925781
31,3149,1.582815408706665,
31,3199,1.7523046731948853,
31,3199,,1.8304853439331055
32,3249,1.7984619140625,
32,3299,1.6890584230422974,
32,3299,,1.7320218086242676
33,3349,2.103224754333496,
33,3399,1.6553447246551514,
33,3399,,1.7002296447753906
