epoch,step,train_loss,val_loss
0,9,33035816.0,
0,19,34597712.0,
0,29,33475056.0,
0,39,33979532.0,
0,49,32642240.0,
0,59,33727776.0,
0,69,32211804.0,
0,79,32809030.0,
0,89,31642774.0,
0,93,,32188694.0
1,99,30850768.0,
1,109,29922504.0,
1,119,29553176.0,
1,129,29296022.0,
1,139,29045600.0,
1,149,26030008.0,
1,159,27792734.0,
1,169,25294964.0,
1,179,22929468.0,
1,187,,22700308.0
2,189,21249256.0,
2,199,17028124.0,
2,209,17864064.0,
2,219,15935967.0,
2,229,12550187.0,
2,239,10983914.0,
2,249,10393558.0,
2,259,7565664.0,
2,269,5883689.0,
