epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
56,5269,33110220.0,33114258.0,40370.29296875,,,
56,5279,33231196.0,33238458.0,72617.796875,,,
56,5289,34387156.0,34392024.0,48677.2578125,,,
56,5299,32538876.0,32543524.0,46487.00390625,,,
56,5309,35535928.0,35541304.0,53764.5859375,,,
56,5319,34381124.0,34386368.0,52422.65234375,,,
56,5329,35666568.0,35675316.0,87469.203125,,,
56,5339,34086348.0,34089920.0,35704.890625,,,
56,5349,33617048.0,33621888.0,48409.69140625,,,
56,5357,,,,33600184.0,33605228.0,50399.09765625
