epoch,step,train_loss,val_loss
0,49,4.630539417266846,
0,99,9.891523361206055,
0,99,,3.1732144355773926
1,149,3.160616874694824,
1,199,4.829486846923828,
1,199,,5.715693950653076
2,249,3.540158748626709,
2,299,2.9833624362945557,
2,299,,4.252786159515381
3,349,2.9379968643188477,
3,399,6.209467887878418,
3,399,,6.5650787353515625
4,449,4.134627342224121,
4,499,3.2529938220977783,
4,499,,4.072399139404297
5,549,3.426919937133789,
5,599,4.712993144989014,
5,599,,3.3873562812805176
6,649,5.305661201477051,
6,699,2.688945770263672,
6,699,,5.166787147521973
7,749,3.234776735305786,
7,799,3.9756760597229004,
7,799,,3.6324594020843506
8,849,3.959364414215088,
8,899,3.3168206214904785,
8,899,,5.452310085296631
9,949,11.135469436645508,
9,999,3.96682071685791,
9,999,,4.375929355621338
10,1049,3.1490116119384766,
10,1099,6.01041841506958,
10,1099,,4.6696553230285645
